date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:04:15	16780/16780	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/jasny-bootstrap.min.js	D:/Modern/Template/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/jasny-bootstrap.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
10:04:15	213775/213775	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/fullcalendar.min.js	D:/Modern/Template/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/fullcalendar.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
10:04:15	2183504/2183504	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/jquery.dataTables.min.js	D:/Modern/Template/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/jquery.dataTables.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
10:04:16	269400/269400	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/jquery-jvectormap.js	D:/Modern/Template/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/jquery-jvectormap.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
10:04:16	21163/21163	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/nouislider.min.js	D:/Modern/Template/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/nouislider.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
10:04:16	238050/238050	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd48e9-3a1e2%22	https://cdnjs.cloudflare.com/ajax/libs/core-js/2.4.1/core.js	D:/Modern/Template/cdnjs.cloudflare.com/ajax/libs/core-js/2.4.1/core.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
10:04:17	5091/5091	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/arrive.min.js	D:/Modern/Template/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/arrive.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
10:04:17	11581/11581	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2009%20Jul%202018%2002:16:40%20GMT	https://buttons.github.io/buttons.js	D:/Modern/Template/buttons.github.io/buttons.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
10:04:18	40174/40174	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/chartist.min.js	D:/Modern/Template/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/chartist.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
10:04:18	16937/16937	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/bootstrap-notify.js	D:/Modern/Template/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/bootstrap-notify.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
10:04:18	11685/11685	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/assets/js/material-dashboard.min.js?v=2.0.2	D:/Modern/Template/demos.creative-tim.com/material-dashboard-pro/assets/js/material-dashboard.min40a0.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
10:04:19	33560/33560	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/assets/demo/demo.js	D:/Modern/Template/demos.creative-tim.com/material-dashboard-pro/assets/demo/demo.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
10:04:19	25403/25403	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2028%20Jun%202018%2013:09:08%20GMT	https://demos.creative-tim.com/material-dashboard-pro/assets/demo/jquery.sharrre.js	D:/Modern/Template/demos.creative-tim.com/material-dashboard-pro/assets/demo/jquery.sharrre.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
10:04:19	43437/43437	---M-Z	200	added ('OK')	application/x-javascript	date:Thu,%2012%20Jul%202018%2005:04:06%20GMT	http://connect.facebook.net/en_US/fbevents.js	D:/Modern/Template/connect.facebook.net/en_US/fbevents.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
10:04:21	31396/31396	---MCZ	200	added ('OK')	text/css	etag:W/%225afd4863-7aa4%22	https://cdnjs.cloudflare.com/ajax/libs/bootstrap-rtl/3.4.0/css/bootstrap-rtl.css	D:/Modern/Template/cdnjs.cloudflare.com/ajax/libs/bootstrap-rtl/3.4.0/css/bootstrap-rtl.css	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/rtl.html)
